STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,METHODOLOGY,Measurement method,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IRL,Ireland,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2019,,14,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IRL,Ireland,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2021,,16,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IRL,Ireland,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2022,,14,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,KOR,Korea,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2010,,40.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,KOR,Korea,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2011,,41.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,KOR,Korea,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2012,,37.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,KOR,Korea,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2013,,36.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,KOR,Korea,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2014,,36.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,KOR,Korea,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2015,,31.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,KOR,Korea,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2016,,32.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,KOR,Korea,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2017,,31.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,KOR,Korea,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2018,,30.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,KOR,Korea,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,28.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,KOR,Korea,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2020,,27.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,KOR,Korea,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2021,,26.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IRL,Ireland,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2015,,12,,B,Time series break,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IRL,Ireland,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2016,,15,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IRL,Ireland,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2017,,14,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IRL,Ireland,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2018,,12,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IRL,Ireland,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IRL,Ireland,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2021,,6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IRL,Ireland,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2022,,9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,DNK,Denmark,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2010,,15.6,,B,Time series break,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,DNK,Denmark,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2013,,12.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,DNK,Denmark,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2017,,14.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,DNK,Denmark,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2021,,9.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,BGR,Bulgaria,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,19.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,BGR,Bulgaria,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,20.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,FIN,Finland,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2010,,14.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,FIN,Finland,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2011,,14,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,FIN,Finland,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2012,,14.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,FIN,Finland,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2013,,13.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,FIN,Finland,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2014,,14.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,HUN,Hungary,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,20.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,HUN,Hungary,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,22.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,MEX,Mexico,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2011,,10.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,MEX,Mexico,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2012,,11.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,MEX,Mexico,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2015,,7.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,MEX,Mexico,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2016,,6.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,MEX,Mexico,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2018,,7.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,MEX,Mexico,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2020,,7.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,MEX,Mexico,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2021,,8.6,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,PRT,Portugal,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,10.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,PRT,Portugal,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,COL,Colombia,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2013,,18.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,HRV,Croatia,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2014,,23.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,HRV,Croatia,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,21.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,SVK,Slovak Republic,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2014,,22.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,SVK,Slovak Republic,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,19,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,NLD,Netherlands,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2010,,10.5,,B,Time series break,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,NLD,Netherlands,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2011,,10.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,NLD,Netherlands,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2012,,9.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,NLD,Netherlands,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2013,,9.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,NLD,Netherlands,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2014,,10.7,,B,Time series break,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,NLD,Netherlands,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2015,,10.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,NLD,Netherlands,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2016,,10.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,NLD,Netherlands,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2017,,10.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,NLD,Netherlands,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2018,,9.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,NLD,Netherlands,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2019,,9.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,NLD,Netherlands,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2020,,10.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,NLD,Netherlands,A,Annual,TBC,Tobacco consumption,_T,Total,_T,Total,CG_SM_D,Cigarettes per smoker per day,_Z,Not applicable,2021,,9.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IND,India,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2010,,14.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IND,India,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2015,,10.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IND,India,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2018,,9.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IND,India,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2019,,8.6,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,IND,India,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2020,,8.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,MEX,Mexico,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2015,,2.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,PRT,Portugal,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2014,,18.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,PRT,Portugal,A,Annual,SP_DS,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,17.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,CHL,Chile,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2016,,28.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,CHL,Chile,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2020,,17.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,GRC,Greece,A,Annual,TBC,Tobacco consumption,Y_GE15,15 years or over,_T,Total,G_PS,Grammes per person,_Z,Not applicable,2010,,1746.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,GRC,Greece,A,Annual,TBC,Tobacco consumption,Y_GE15,15 years or over,_T,Total,G_PS,Grammes per person,_Z,Not applicable,2011,,1524.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,GRC,Greece,A,Annual,TBC,Tobacco consumption,Y_GE15,15 years or over,_T,Total,G_PS,Grammes per person,_Z,Not applicable,2012,,1404.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,GRC,Greece,A,Annual,TBC,Tobacco consumption,Y_GE15,15 years or over,_T,Total,G_PS,Grammes per person,_Z,Not applicable,2013,,1444.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,GRC,Greece,A,Annual,TBC,Tobacco consumption,Y_GE15,15 years or over,_T,Total,G_PS,Grammes per person,_Z,Not applicable,2014,,1361.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,GRC,Greece,A,Annual,TBC,Tobacco consumption,Y_GE15,15 years or over,_T,Total,G_PS,Grammes per person,_Z,Not applicable,2015,,1325.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,GRC,Greece,A,Annual,TBC,Tobacco consumption,Y_GE15,15 years or over,_T,Total,G_PS,Grammes per person,_Z,Not applicable,2016,,1170.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,GRC,Greece,A,Annual,TBC,Tobacco consumption,Y_GE15,15 years or over,_T,Total,G_PS,Grammes per person,_Z,Not applicable,2017,,1107.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,GRC,Greece,A,Annual,TBC,Tobacco consumption,Y_GE15,15 years or over,_T,Total,G_PS,Grammes per person,_Z,Not applicable,2018,,1070.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,GRC,Greece,A,Annual,TBC,Tobacco consumption,Y_GE15,15 years or over,_T,Total,G_PS,Grammes per person,_Z,Not applicable,2019,,959.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,GRC,Greece,A,Annual,TBC,Tobacco consumption,Y_GE15,15 years or over,_T,Total,G_PS,Grammes per person,_Z,Not applicable,2020,,871.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,GRC,Greece,A,Annual,TBC,Tobacco consumption,Y_GE15,15 years or over,_T,Total,G_PS,Grammes per person,_Z,Not applicable,2021,,807.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,POL,Poland,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2014,,28.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC(1.0),Tobacco consumption,I,POL,Poland,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,20.8,,A,Normal value,0,Units,,
